Another Stakeout (1993);0.6269717553556079,0.042843812703737875,;
Sting, The (1973);0.6775098716179037,0.7860660332491312,;
See the Sea (Regarde la mer) (1997);0.14374209143599326,0.8292393107856757,;
Fatal Instinct (1993);0.5384392025343332,0.24231509672841944,;
Gods and Monsters (1998);0.3663267274504394,0.8422416224108863,;
Little Odessa (1994);0.4498344752552302,0.5926160430511003,;
Onegin (1999);0.46975181137851013,0.6482515128352508,;
Damien: Omen II (1978);0.5886605206519864,0.30780034805008955,;
Unbearable Lightness of Being, The (1988);0.2422285939849982,0.8302814851460466,;
My Favorite Season (1993);0.26436041678652106,0.8638793515240176,;
Hook (1991);0.7351107452488748,0.15823497740930123,;
Mystery Science Theater 3000: The Movie (1996);0.4890051739531329,0.6941579768841297,;
Baby, The (1973);0.9307643291441726,0.4250228417563356,;
Two Jakes, The (1990);0.6062914661134209,0.3749452068156745,;
They Made Me a Criminal (1939);0.6980735625580887,0.5714971156108729,;
Voyage to the Beginning of the World (1997);0.6898439736001718,0.47699156729172865,;
Waltzes from Vienna (1933);2.301303258007829E-4,7.279119087508523E-4,;
Death Wish 4: The Crackdown (1987);0.768962276145365,-0.2662554728417614,;
Larger Than Life (1996);0.6080186055704783,0.12272332365608647,;
Rocky III (1982);0.6636099717367033,0.1778215637174055,;
Tom and Huck (1995);0.6569360576850517,0.255900986101479,;
Couch in New York, A (1996);0.27436205005460523,0.6362142124410665,;
Savage Nights (Nuits fauves, Les) (1992);0.26354542447111856,0.39856603591640877,;
Manhattan (1979);0.24375258618065454,0.9754990677781276,;
Relic, The (1997);0.6580295385079307,0.1418367291222416,;
Preacher's Wife, The (1996);0.5729474337673097,0.2740319731196648,;
Falling Down (1993);0.5413177447844015,0.5406968926018413,;
Right Stuff, The (1983);0.6267165978761405,0.7374513061460614,;
Denise Calls Up (1995);0.32821837084649297,0.7720231337335357,;
Outsiders, The (1983);0.6515413517790938,0.566292836544492,;
Swan Princess, The (1994);0.6912605183134491,0.14940993822039847,;
Kiss Me, Guido (1997);0.6554507631670011,0.42956423749332573,;
Only Angels Have Wings (1939);0.6417611047207177,0.6608434756891757,;
Meet Wally Sparks (1997);0.7095104241207665,-0.10705123658862062,;
Chasing Amy (1997);0.5380961763932557,0.6649563122680726,;
Raising Arizona (1987);0.3456961354422211,0.9115665076410951,;
Vibes (1988);0.7648431367365779,-0.09059034362293643,;
Wayne's World (1992);0.5342283478214227,0.6070482847882426,;
Highlander III: The Sorcerer (1994);0.6555996392236566,-0.13973051850180482,;
Twin Peaks: Fire Walk with Me (1992);0.29389406267132545,0.5696738730868994,;
Friday the 13th Part VII: The New Blood (1988);0.7163308350739548,-0.25098889535702545,;
My Fellow Americans (1996);0.6957695063307004,0.2570955829521267,;
Why Do Fools Fall In Love? (1998);0.724167366669768,0.10119211185222082,;
Mighty Morphin Power Rangers: The Movie (1995);0.3932959716775628,-0.1280666118150014,;
Fried Green Tomatoes (1991);0.6955161461766449,0.5834676908468944,;
Bitter Sugar (Azucar Amargo) (1996);0.42622391757966843,0.5321689057085273,;
Darby O'Gill and the Little People (1959);0.5484773304268313,0.44169593436965193,;
Bamba, La (1987);0.5985732049742031,0.4471910429426532,;
Whatever Happened to Aunt Alice? (1969);0.3617905779157095,0.5555333893557004,;
White Balloon, The (Badkonake Sefid ) (1995);0.2469270064363468,0.8703345730548155,;
Sgt. Bilko (1996);0.6737033095909996,0.030265187722095067,;
Slumber Party Massacre II, The (1987);0.620228697298489,-0.2210932132755486,;
Better Living (1998);0.47161442911724705,0.6988986766968067,;
Allan Quartermain and the Lost City of Gold (1987);0.5205226371990543,-0.07746833910532305,;
Grace of My Heart (1996);0.5672501292675735,0.5428817860165581,;
Shakespeare in Love (1998);0.6584633886671968,0.7444327933260659,;
Haunted World of Edward D. Wood Jr., The (1995);0.1910256016815391,0.8878197074610417,;
Deliverance (1972);0.48185984971657514,0.825980366912224,;
Wild Wild West (1999);0.6020246416327867,-0.1016926031157587,;
Being John Malkovich (1999);0.34396986753921605,0.9976445291476702,;
Virgin Suicides, The (1999);0.31405953273479154,0.7925627207852585,;
True Crime (1995);0.636336051830189,0.3693430932178618,;
Steel Magnolias (1989);0.7633162332622135,0.39382761391459076,;
Man of the House (1995);0.6298370851661598,-0.11977177649231813,;
Serpico (1973);0.5192850693172955,0.8104938266713023,;
Panther (1995);0.6986831841232014,0.3385491385628821,;
Nemesis 2: Nebula (1995);0.41646441758062547,0.4961129311774222,;
Bedrooms & Hallways (1998);0.34785179955915063,0.6897246203668297,;
Indian in the Cupboard, The (1995);0.5609086843495451,0.4136258845728286,;
S.F.W. (1994);0.8638748416368818,0.08175100269053764,;
Henry V (1989);0.6218717767524592,0.8480372216582669,;
X-Men (2000);0.734059786995802,0.5398514517509245,;
Goodbye Girl, The (1977);0.6207307731314563,0.5826808067823553,;
Kiss the Girls (1997);0.7959258144310243,0.2542084484529129,;
Emma (1996);0.6489502800504997,0.6628030768642706,;
Howard the Duck (1986);0.5164304579064453,0.007657925038063373,;
Cowboy Way, The (1994);0.6256198165087178,0.093470454874279,;
Play it to the Bone (1999);0.5802257207527836,-0.03323470063767055,;
Quest, The (1996);0.578899907615897,-0.010101574186356427,;
Assignment, The (1997);0.557571244692386,0.6066754120799319,;
Breathless (1983);0.49222427108555616,0.2891821720869128,;
Barry Lyndon (1975);0.20363537407306284,0.8230765641473583,;
High Noon (1952);0.5593584953988971,0.8510868420003261,;
Shining, The (1980);0.551067890985903,0.847212884128411,;
Rope (1948);0.3708786888744079,0.8669991745529577,;
Mrs. Miniver (1942);0.5924284927907669,0.6990707784703386,;
Asphalt Jungle, The (1950);0.36771341779912203,0.8610910875783226,;
Major Payne (1994);0.7580548935040341,-0.05296373360752844,;
Babe (1995);0.5165086402217948,0.769241082276145,;
Man Bites Dog (C'est arrivé près de chez vous) (1992);0.19172951004996006,0.8570127544920776,;
Cecil B. Demented (2000);0.26807470739414435,0.6288199619508289,;
8 1/2 Women (1999);0.0736560841428933,0.49301056275819893,;
Ruling Class, The (1972);0.3628766211433236,0.8420408318684653,;
Suspicion (1941);0.6166811217670463,0.7829768221781195,;
Mask, The (1994);0.611663319450617,0.38775967404178285,;
Omega Man, The (1971);0.6207585292019127,0.5122316678440781,;
Man for All Seasons, A (1966);0.5163893754322085,0.8974436413715405,;
Grease (1978);0.7660082932546263,0.4155674323508514,;
Fausto (1993);0.36207908779640985,0.5749075562747724,;
Quest for Camelot (1998);0.6300784737325115,0.13639139173171036,;
Boiling Point (1993);0.49018305402956214,0.2460748890226345,;
Stranger in the House (1997);0.23629666829692828,0.5523175731031212,;
Adventures of Rocky and Bullwinkle, The (2000);0.5869319130132655,0.15466577018854027,;
Star Kid (1997);0.6139743846307689,-0.03644248657535656,;
Nowhere (1997);0.29965817717360255,0.6126777089217442,;
Eternity and a Day (Mia eoniotita ke mia mera ) (1998);-0.03752919537769018,1.0,;
Mafia! (1998);0.5580607028229165,0.07849980665677306,;
Machine, The (1994);-0.22781658548162492,0.5646538452482933,;
Anywhere But Here (1999);0.5682261385760156,0.36447132461404935,;
Incognito (1997);0.582201175275294,0.41787963754233537,;
Saint, The (1997);0.8286725008583746,0.1425967647733865,;
Golden Earrings (1947);0.277340622012367,0.6601431588475307,;
Little Buddha (1993);0.46266127864574125,0.509107397490463,;
Cool Runnings (1993);0.7043388102699292,0.299413457134389,;
Drive Me Crazy (1999);0.6935318406035318,0.0037685509715398966,;
Peggy Sue Got Married (1986);0.5419226189330084,0.47713216871656755,;
All Dogs Go to Heaven (1989);0.6232125009497613,0.1910513768115978,;
Man Without a Face, The (1993);0.7278538441134456,0.3256280416394078,;
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998);0.31461183534131787,0.5951611104846626,;
Corruptor, The (1999);0.6336046014399501,0.3038952308708036,;
Opportunists, The (1999);0.1123464504562219,0.6881246689409987,;
Godzilla (Gojira) (1984);0.4968414508154128,0.3241450984332633,;
Name of the Rose, The (1986);0.5957633147174852,0.711402322386595,;
Midaq Alley (Callejón de los milagros, El) (1995);0.8948316864605063,0.489788489844562,;
Graduate, The (1967);0.4591284716478747,0.903454183706371,;
Careful (1992);-0.18718215538072558,1.0,;
Metropolitan (1990);0.2272428145234083,0.8156387023527576,;
Six Ways to Sunday (1997);0.33618643221817024,0.7858791671660041,;
Boy Called Hate, A (1995);0.4017462507367985,0.507221246271899,;
Cookie's Fortune (1999);0.3924505862428159,0.7234462272698882,;
Corrina, Corrina (1994);0.6296804930123745,0.4444349844597635,;
Bossa Nova (1999);0.25997059145132523,0.736888339806565,;
Fighting Seabees, The (1944);0.5292145875091903,0.5613669599864326,;
Hunger, The (1983);0.4172005631006802,0.6646953973777899,;
Two Moon Juction (1988);0.6555264229317508,0.09792382079147538,;
Henry: Portrait of a Serial Killer (1990);0.423100957710081,0.6385510138202787,;
Ballad of Narayama, The (Narayama Bushiko) (1958);-2.182091530023435E-4,0.9815795102958943,;
Guilty as Sin (1993);0.6834564051017847,0.10766619194523794,;
Action Jackson (1988);0.5593732301926456,0.01634331867869402,;
Walking Dead, The (1995);0.9717009133867717,-0.27334798235232544,;
Battle for the Planet of the Apes (1973);0.530384265330731,0.2798617454547397,;
I.Q. (1994);0.6749982599074063,0.32581649441826505,;
Stranger Than Paradise (1984);0.10613731543711366,0.9435384605947087,;
Species (1995);0.6420206846862154,0.16123025942227776,;
Scent of a Woman (1992);0.715083098734074,0.4987857527390367,;
Eaten Alive (1976);0.0816298978026661,0.7426741107979279,;
Fight Club (1999);0.5100190276826957,0.8706436142274677,;
Poseidon Adventure, The (1972);0.6597537675022214,0.402899354311482,;
Belle de jour (1967);0.20596106491202532,0.8739783189036152,;
Streetcar Named Desire, A (1951);0.4021733274797866,0.968375970833576,;
Stuart Saves His Family (1995);0.2668528553906375,0.3830686065278967,;
Two Bits (1995);0.5555210132231959,0.46738274652215944,;
Heaven & Earth (1993);0.46729877692552624,0.5908882089219538,;
Kika (1993);-0.09931502561936426,0.9931931523431154,;
Real Blonde, The (1997);0.4360639425936501,0.5367119351228066,;
Grifters, The (1990);0.3585481483210955,0.8227443256922897,;
Runaway Train (1985);0.4534981156529467,0.6498439283732483,;
Freaky Friday (1977);0.5831725008786769,0.4100183039490528,;
Princess Caraboo (1994);0.5376541143275834,0.4819600259255954,;
Terminal Velocity (1994);0.7162693052898925,-0.04902294560818301,;
Iron Giant, The (1999);0.500120158652277,0.820540798359312,;
Color of Night (1994);0.6912142157031917,0.1060162881361683,;
High Plains Drifter (1972);0.5735969094171866,0.7112922483387956,;
Land Before Time III: The Time of the Great Giving (1995);0.6582289630188559,-0.143745687266807,;
Head On (1998);0.23656151676569934,0.6908805272174124,;
Fearless (1993);0.36135953675029653,0.7729071118897965,;
Grandview, U.S.A. (1984);0.4715697845131211,0.2755652626876286,;
Nights of Cabiria (Le Notti di Cabiria) (1957);0.2779301070077529,1.0,;
Firestarter (1984);0.6404720130977799,0.21924792041419608,;
Citizen Kane (1941);0.42149630048475295,0.9858198697193865,;
Jungle Book, The (1994);0.6072823140350542,0.4349494504913752,;
Big Tease, The (1999);0.3589570027202218,0.6674971952099883,;
Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981);0.6446256645560096,0.09276593136474522,;
Hands on a Hard Body (1996);0.2780788553193906,0.9850768550329891,;
Autumn Tale, An (Conte d'automne) (1998);0.18770701232818038,0.9175215687892169,;
I Love Trouble (1994);0.7345214048811453,-0.06817846930115926,;
D3: The Mighty Ducks (1996);0.6922074930733519,-0.12907485008484668,;
Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964);0.4172261334213941,0.8068832574731489,;
Whatever It Takes (2000);0.7644623581614287,0.035781132332988956,;
Return of Jafar, The (1993);0.49723928823991603,0.13151180660831427,;
Jungle Fever (1991);0.5288965862387256,0.49551649298803846,;
Iron Eagle IV (1995);0.38716988187065254,-0.18478930862101262,;
Oxygen (1999);0.4576765528534929,0.7289255634644817,;
Wanted: Dead or Alive (1987);0.7862655273230773,0.08244462546995311,;
Across the Sea of Time (1995);0.9983809331251655,0.16423489510272274,;
Taking of Pelham One Two Three, The (1974);0.5029352671348656,0.7182628325311736,;
Take the Money and Run (1969);0.48779542211021165,0.8397795510522531,;
Go Fish (1994);0.32371956729736023,0.6751304492426703,;
Trouble with Harry, The (1955);0.5389671027819487,0.6421348753157015,;
U Turn (1997);0.3950281002671778,0.5403033275222753,;
Astronaut's Wife, The (1999);0.5952521474089015,0.06045189736402451,;
Slipper and the Rose, The (1976);0.6232818477235642,0.6459037601291466,;
Gigi (1958);0.6058578503583489,0.540757104272798,;
Beyond the Poseidon Adventure (1979);0.5166745865473482,-0.1184659552624785,;
Three Amigos! (1986);0.5784971676252862,0.35185204142380466,;
Marked for Death (1990);0.7545198408128218,-0.008311619484936736,;
Friday the 13th: The Final Chapter (1984);0.6678489077721386,-0.126170729822508,;
Held Up (2000);0.3089292018744977,0.6205886291071241,;
Doug's 1st Movie (1999);0.47947854035145004,0.15060241151390497,;
Clerks (1994);0.5197008611738486,0.7381156425495768,;
Class (1983);0.680559744676165,0.15916063967648802,;
Milk Money (1994);0.665586895275577,0.04712059756911884,;
Lay of the Land, The (1997);0.2963580172197746,0.11180663064975085,;
Mighty Aphrodite (1995);0.4646781833733666,0.7001317259715056,;
Double Team (1997);0.7109213043966792,-0.25688360540945304,;
City Hall (1996);0.5776001883956688,0.39227627377058455,;
Theodore Rex (1995);0.45268328908260347,-0.26312429945286214,;
Shaft's Big Score! (1972);0.5493733030158514,0.2744365752324449,;
Friday the 13th Part VIII: Jason Takes Manhattan (1989);0.6266820776639841,-0.2610024705838262,;
Lifeforce (1985);0.6195127789745447,0.2582731976097658,;
Bull Durham (1988);0.5556573329837781,0.710542679691208,;
Back to the Future Part III (1990);0.6905902762564838,0.27178956121690284,;
Amazing Panda Adventure, The (1995);0.8181306538044608,-0.31051494972888216,;
Simple Twist of Fate, A (1994);0.6806671847383787,0.36159143556325496,;
Odd Couple II, The (1998);0.7755311912412967,-0.07025006448547447,;
Honeymoon in Vegas (1992);0.5725511432988404,0.4341531201881875,;
Soul Food (1997);0.5652909781268263,0.48910498000368263,;
I Confess (1953);0.4621052812572928,0.7357712150003267,;
Son of Frankenstein (1939);0.4324240827626262,0.6093798068750841,;
MacKenna's Gold (1969);0.7177311889714445,0.2555945895291486,;
Coyote Ugly (2000);0.8394812819636083,-0.06932465433757007,;
Hell Night (1981);0.6985854200694853,-0.15804991150672873,;
Wedding Gift, The (1994);0.5827178044463137,0.6158066870054406,;
Fisher King, The (1991);0.42225484111352557,0.7284798179269987,;
Eraser (1996);0.8134712977527568,0.08353794314205477,;
Citizen's Band (a.k.a. Handle with Care) (1977);0.25728798432894,0.7853563929677243,;
Force of Evil (1948);0.31297985923278526,0.8661483725881481,;
Alphaville (1965);0.08604292173168238,0.8427237933108768,;
Stars and Bars (1988);0.23574924994270496,0.623735513802978,;
Who's Afraid of Virginia Woolf? (1966);0.27989302507590746,0.9793850897959725,;
Champ, The (1979);0.5935487633934161,0.2806905285850057,;
Urban Legend (1998);0.721723704804652,0.010454199501500144,;
Poison (1991);0.3746456781923636,0.5770438520394792,;
Single Girl, A (La Fille Seule) (1995);0.15233002998526776,0.8383705037296576,;
Talking About Sex (1994);0.5320425934451875,0.033608802602075376,;
Girl, Interrupted (1999);0.6162919897811284,0.49975874063034686,;
Safe Men (1998);0.4923502955160305,0.6014565064141002,;
Communion (1989);0.5557003436863328,0.29522811231886253,;
Room at the Top (1959);0.15515839442950355,0.99956809712209,;
Live Nude Girls (1995);0.5522375710270834,0.4203265268540178,;
Clara's Heart (1988);0.7088754476141625,0.24845885561926775,;
How I Won the War (1967);0.35938966475410844,0.6462970271125045,;
Above the Rim (1994);0.6580341734949637,0.28736973615664924,;
Home Alone 2: Lost in New York (1992);0.5752735251152079,-0.017940858472567968,;
Joyriders, The (1999);0.49796985262066373,0.3862559305845988,;
I'll Do Anything (1994);0.43727260932742557,0.40574862472046647,;
I Went Down (1997);0.2744295184090437,0.8636844381671009,;
Heaven (1998);0.38579838335857863,0.38559187145639756,;
Mumford (1999);0.4267343982746589,0.6783863043098531,;
General, The (1927);0.43527910835299677,0.9897718103621199,;
Primary Colors (1998);0.4596242698136526,0.667512379654281,;
No Small Affair (1984);0.4722796818305622,0.30389257039095424,;
Supernova (2000);0.46088301087812994,0.054181153089355796,;
Barefoot Executive, The (1971);0.6673061229902241,0.20178040231072186,;
Re-Animator (1985);0.48556811946118555,0.6052108462249426,;
Naked Gun 2 1/2: The Smell of Fear, The (1991);0.5632647852743632,0.3983795847414426,;
Suture (1993);0.2320030996297798,0.7104410666346755,;
Stepmom (1998);0.66767772832348,0.21860150531568986,;
Booty Call (1997);0.39844649361550455,0.34631524071026015,;
Lost Highway (1997);0.38619632074534715,0.6465990941454924,;
Maybe, Maybe Not (Bewegte Mann, Der) (1994);0.5956103887277547,0.6060643868288705,;
That Darn Cat! (1965);0.7650452058256364,0.22213333800934512,;
Risky Business (1983);0.6208774063536185,0.5444451063721398,;
Robocop 2 (1990);0.5316943483288201,0.11769817970651593,;
Incredibly True Adventure of Two Girls in Love, The (1995);0.48992378742791765,0.6305299665658719,;
Butcher Boy, The (1998);0.2678958548895868,0.7502809580296846,;
Tombstone (1993);0.7775473009760998,0.48307117472641214,;
Trick (1999);0.4200332823261149,0.7743446717096452,;
Ran (1985);0.3320682926430225,0.9906724210104657,;
Fantastic Voyage (1966);0.6056661669925734,0.5426166938654106,;
Wedding Singer, The (1998);0.7019222055260729,0.41984377234655856,;
Daddy Long Legs (1919);0.47206176334271677,0.6922928289747241,;
Mouse Hunt (1997);0.5059070707516491,0.38813560779374773,;
Frankie Starlight (1995);0.527493997178984,0.4578000225429093,;
Bringing Out the Dead (1999);0.22425509860399212,0.6810510493083096,;
Dark Crystal, The (1982);0.5527159888271519,0.60569400374392,;
Soapdish (1991);0.46841754102182076,0.5408870065502268,;
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998);0.28243292635802847,0.8700406934655877,;
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993);0.22119657590128655,0.5874391165810094,;
Alien Nation (1988);0.5625627903335086,0.4387794537989662,;
Terrorist, The (Malli) (1998);0.20237298820298197,0.9651263176572207,;
Talented Mr. Ripley, The (1999);0.3768206848188198,0.7365703233274835,;
Tom Jones (1963);0.423694819581779,0.8186288387310671,;
Waterworld (1995);0.5746968466635718,0.10987398398588366,;
Jean de Florette (1986);0.5153529535253129,0.9060975381821036,;
Grumpier Old Men (1995);0.7057221676765087,0.16879033232222096,;
House of Yes, The (1997);0.3178635695779597,0.717963399330897,;
Absent Minded Professor, The (1961);0.6551732408399878,0.4185736111269429,;
Freddy's Dead: The Final Nightmare (1991);0.5973649224733516,-0.050590134438538596,;
Dick (1999);0.45656001338691216,0.5692753875281706,;
Living Out Loud (1998);0.35163190179866755,0.6190624720876543,;
Body Snatcher, The (1945);0.3700696086365681,0.7464627245197961,;
Peacemaker, The (1997);0.6995193764441081,0.20239016950525024,;
Donnie Brasco (1997);0.5581863747743406,0.6791993725871461,;
Bad Lieutenant (1992);0.3508890083215555,0.6154484077537955,;
Last Time I Saw Paris, The (1954);0.7342255678765031,0.23676827403612546,;
Voyage of the Damned (1976);0.12010448257529925,0.8261159493786403,;
Safe Passage (1994);0.390152029847292,0.6300296708805961,;
Hollow Man (2000);0.7031928993860724,-0.022025045479374512,;
eXistenZ (1999);0.25579397779263047,0.667156035149987,;
Gun Shy (2000);0.46523539548768394,0.3210421161396378,;
Bride of Chucky (1998);0.6112063720317121,-0.06157214277269364,;
And Now for Something Completely Different (1971);0.5695689826531519,0.805560951516504,;
Beach, The (2000);0.5289470682622462,0.23290593455633454,;
Dune (1984);0.623023932120102,0.47767198140113626,;
Thing, The (1982);0.590352531772837,0.6403338332292492,;
Little Rascals, The (1994);0.7063660292959347,0.12154014145967015,;
Boys from Brazil, The (1978);0.6590848956651815,0.5492996800708779,;
Houseguest (1994);0.6527454421271598,0.19850891512899643,;
Criminal Lovers (Les Amants Criminels) (1999);-0.12099421156116462,0.9989525640813877,;
Rounders (1998);0.6024485377821285,0.5731952261928832,;
Tommy (1975);0.4618677465186036,0.45832876263309374,;
Mummy, The (1959);0.5718973486121213,0.4658546300556287,;
Geronimo: An American Legend (1993);0.625383308744068,0.384784381801765,;
Bullets Over Broadway (1994);0.399067506902056,0.7674634602951287,;
Aces: Iron Eagle III (1992);0.4554744582272719,-0.15453271087769033,;
Delta of Venus (1994);0.2077048123772303,0.44278121436845225,;
Final Destination (2000);0.7710075517328607,0.20626041729373068,;
Paris, Texas (1984);0.2668135155361347,0.8677491197316394,;
Three Caballeros, The (1945);0.5477677216571235,0.4723281187138476,;
Perils of Pauline, The (1947);0.3167273628546537,0.6945978371884688,;
Psycho (1998);0.5975252622449844,0.16888656872778487,;
Broken Vessels (1998);0.41689243770413725,0.37060838663196277,;
Cocoon (1985);0.6553705203291341,0.4823235381064453,;
Wisdom (1986);0.8504693282255835,0.03802349264044813,;
Marathon Man (1976);0.47714799934858104,0.8086620248486377,;
One Crazy Summer (1986);0.7429778352193113,0.33572600460664714,;
Near Dark (1987);0.4738634939536285,0.7204347000312105,;
Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991);-0.24772426986636006,0.985537177953088,;
Line King: Al Hirschfeld, The (1996);0.5418804224113902,0.6713998113998245,;
King Kong Lives (1986);0.47040806915304795,-0.13436695672096732,;
Back Stage (2000);0.3803836680904963,0.5221889536228701,;
Land Girls, The (1998);0.5248691365060041,0.624911406536213,;
Hamlet (1964);0.2840925466878573,0.8484656686534074,;
Anchors Aweigh (1945);0.6139157189590667,0.5665761566157227,;
Santa with Muscles (1996);7.4584046398240335E-6,-4.651293487896195E-6,;
Outrageous Fortune (1987);0.6182852791197366,0.2901719809083385,;
My Life as a Dog (Mitt liv som hund) (1985);0.3573035439559399,0.9630587581982086,;
Third Man, The (1949);0.42055925171485387,0.9939969691072391,;
Prom Night IV: Deliver Us From Evil (1992);0.5862531110075501,-0.19756584272457667,;
Clear and Present Danger (1994);0.7555091404011328,0.4136511063365693,;
Reckless (1995);0.19619577828352056,0.9232274320274998,;
Year of Living Dangerously (1982);0.40503169765728647,0.8358853655793468,;
Muppets Take Manhattan, The (1984);0.5863379388978722,0.5496350418039974,;
Circle of Friends (1995);0.5795200810223473,0.5541763916652849,;
Beverly Hillbillies, The (1993);0.5699397610126299,-0.03468175882980366,;
Paralyzing Fear: The Story of Polio in America, A (1998);0.1478732194482223,1.0,;
Eden (1997);0.22320917006966978,0.1727230452073271,;
I Dreamed of Africa (2000);0.6448982914277662,0.052688928008494805,;
Funny Farm (1988);0.6559461639605836,0.22540183755507398,;
Operation Condor (Feiying gaiwak) (1990);0.5654632190749315,0.5174923497147702,;
Herbie Goes to Monte Carlo (1977);0.6450876795855599,0.05762821974787569,;
Child's Play 3 (1992);0.5454514979389173,-0.21243010596317652,;
Brief Encounter (1946);0.43490132409426724,0.8493704336179605,;
Dog of Flanders, A (1999);0.8268422933460307,-0.0683049045834941,;
Karate Kid, Part II, The (1986);0.6387446926238212,0.09185845619554603,;
Clue (1985);0.6320519633044799,0.3552424161440687,;
Slumber Party Massacre III, The (1990);0.5976495087513493,-0.20778427439983974,;
Don Juan DeMarco (1995);0.5734364203149627,0.4999512199435719,;
Adventures of Sebastian Cole, The (1998);0.2147378019170715,0.8225927276408206,;
Pest, The (1997);0.6389422078780627,-0.08342229035881772,;
Topsy-Turvy (1999);0.22673738668164625,0.8692525505346116,;
Running Free (2000);0.5406121254086017,0.7102471779087036,;
Last September, The (1999);0.2937306605096941,0.8666281202129474,;
Miss Julie (1999);0.3779071972535836,0.37565729863644254,;
Star Maps (1997);0.4289937932791367,0.45809493408564234,;
Monument Ave. (1998);0.5447670609030572,0.5351702546366779,;
Random Hearts (1999);0.5831652516164073,0.0053420169763482295,;
Secrets & Lies (1996);0.32195692421836836,0.9158318806144669,;
Junk Mail (1997);0.3063512457583604,0.5702432923991324,;
Warriors of Virtue (1997);0.4161452002757534,0.1098447334202858,;
Mad Max Beyond Thunderdome (1985);0.5003950605795204,0.4540646650583086,;
Tomb of Ligeia, The (1965);0.3563970460240348,0.42482380040360035,;
Kissed (1996);-0.03028962157841904,0.7240468711145691,;
American Graffiti (1973);0.6274919173693247,0.7249342605815394,;
Cabin Boy (1994);0.300617587922513,0.3358168455525902,;
Train of Life (Train De Vie) (1998);0.8246971321706562,0.33536545388587014,;
Multiplicity (1996);0.6506431639940421,0.15530233052625883,;
Bamboozled (2000);0.30810555486530883,0.5898290354052659,;
Against All Odds (1984);0.7689761092874281,0.20033667612733064,;
Tetsuo II: Body Hammer (1992);0.1156276587594187,0.867566483623741,;
Good Earth, The (1937);0.5076265142087077,0.7022850125762777,;
There's Something About Mary (1998);0.6520428548082644,0.5854661218961236,;
Affair of Love, An (Une Liaison Pornographique) (1999);0.40542332463866604,0.7919459524158672,;
Beat the Devil (1954);0.23026286860690556,0.7990707387144799,;
Bad Moon (1996);0.4274147454135506,0.06106377598613088,;
Auntie Mame (1958);0.5662488799727978,0.6977785645721483,;
Long Goodbye, The (1973);0.23451595799510297,0.9020664510660492,;
Frank and Ollie (1995);0.5570923619779636,0.7044355951504,;
My Crazy Life (Mi vida loca) (1993);0.41136974851148617,0.690011345540903,;
Harold and Maude (1971);0.441973061875074,0.885689170033572,;
Mr. Wrong (1996);0.3125814182903715,0.052549784705453094,;
Lotto Land (1995);-5.303078251105906E-5,9.303628705135276E-5,;
Superman II (1980);0.6023749651403085,0.35986933847841396,;
Wisdom of Crocodiles, The (a.k.a. Immortality) (2000);0.29691875253224187,0.6906866604344303,;
Make Them Die Slowly (Cannibal Ferox) (1980);0.5278784868435085,0.3352962532868333,;
Teenage Mutant Ninja Turtles (1990);0.5289276591011758,0.19396941732151518,;
Exorcist III, The (1990);0.595761984060399,0.21542800778750223,;
Down in the Delta (1998);0.5644556572175495,0.5725434568103825,;
Wedding Bell Blues (1996);0.39498181200177324,0.5378117328734667,;
Pollyanna (1960);0.6829270429424026,0.3872402311077156,;
Urbania (2000);0.30435139796280447,0.7205823555819126,;
It's in the Water (1998);0.4097857777038449,0.38923168793982826,;
School of Flesh, The (L' École de la chair) (1998);0.18859284151187014,0.5900606360687854,;
Blood Feast (1963);0.683938662687775,0.1968659954980691,;
Skipped Parts (2000);0.7067147272265379,0.7930591118568481,;
Addams Family, The (1991);0.5510355709107159,0.453980442685729,;
Last Emperor, The (1987);0.4349416451771776,0.8850003758820834,;
War of the Worlds, The (1953);0.622722836547031,0.6608506526940687,;
Son of the Sheik, The (1926);0.32635721849471827,0.8609653746451545,;
Sudden Manhattan (1996);0.2760979073111577,-0.0344530124776133,;
Phantasm II (1988);0.5636083402888915,0.23545356162008077,;
Croupier (1998);0.46759123567837074,0.8287177142590582,;
Frighteners, The (1996);0.5917569040601101,0.4369367574622892,;
Barenaked in America (1999);0.6588491426809672,0.46135292629964514,;
Devil's Advocate, The (1997);0.7418096154577715,0.3354847680380532,;
Man of the Century (1999);0.5730008114241802,0.8826687839419729,;
True Grit (1969);0.6207927760004996,0.6147328837864836,;
Heidi Fleiss: Hollywood Madam (1995);0.43301737851001404,0.7090832601401492,;
Escape from L.A. (1996);0.6108686756714056,0.06781226562302672,;
Getting Away With Murder (1996);0.3165846429774772,0.5769627288334079,;
Circus, The (1928);0.2687409637377636,0.9974539806525695,;
Stalingrad (1993);0.3188012492890863,0.7628308690770955,;
Last Days, The (1998);0.47820572798059674,0.8681228205344814,;
Bulletproof (1996);0.7596682739053324,0.021930528546212278,;
Mad Dog Time (1996);0.604970610710186,0.032244149478070756,;
Wood, The (1999);0.5630814361298998,0.4234653153692483,;
